model,dataset,layer,token_source,metric,delta_rel,noise_floor,cloud_kind
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,raw,0.1832,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,pca_only,0.1897,0.0074,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,per_cloud,0.1052,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,background,0.2005,0.006,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,raw,0.1594,0.0037,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,pca_only,0.1666,0.004,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,per_cloud,0.094,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,background,0.1771,0.0046,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,raw,0.0877,0.0019,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,pca_only,0.1147,0.003,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,per_cloud,0.0898,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,background,0.1014,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,raw,0.1973,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,pca_only,0.2036,0.007,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,per_cloud,0.1066,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,background,0.2124,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,raw,0.1949,0.0063,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,pca_only,0.1974,0.0063,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,per_cloud,0.1164,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,background,0.2264,0.0043,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,raw,0.1736,0.0089,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,pca_only,0.1748,0.009,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,per_cloud,0.1077,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,background,0.1933,0.0048,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,raw,0.1523,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,pca_only,0.1537,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,per_cloud,0.0964,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,background,0.1522,0.0042,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,raw,0.1638,0.0037,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,pca_only,0.173,0.0037,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,per_cloud,0.0908,0.0034,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,background,0.0818,0.0016,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,raw,0.1878,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,pca_only,0.189,0.0072,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,per_cloud,0.1102,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,background,0.2113,0.0035,data
